X,Y,Z,index,lat,long,speed,date,time,air_val,dust,gsr
-6915.16676807815,6717145.48869849,0,"123",51.538716999999998,-0.062120000000000,4.560000000000000,"230324","12581700","49",0.620000000000000,"683"
-6916.0573240045,6717148.17331449,0,"124",51.538732000000003,-0.062128000000000,3.860000000000000,"230324","12581800","50",0.620000000000000,"683"
-6917.05919942164,6717149.96305897,0,"125",51.538741999999999,-0.062137000000000,3.290000000000000,"230324","12581900","50",0.620000000000000,"683"
-6917.39315789402,6717152.82665096,0,"126",51.538758000000001,-0.062140000000000,3.040000000000000,"230324","12582000","49",0.620000000000000,"683"
-6918.50635280195,6717155.33229479,0,"127",51.538772000000002,-0.062150000000000,2.830000000000000,"230324","12582100","50",0.620000000000000,"683"
-6916.50260196767,6717158.19588867,0,"128",51.538787999999997,-0.062132000000000,3.480000000000000,"230324","12582300","50",0.620000000000000,"683"
-6916.0573240045,6717159.98563535,0,"129",51.538798000000000,-0.062128000000000,3.480000000000000,"230324","12582400","50",0.620000000000000,"683"
-6916.50260196767,6717161.77538244,0,"130",51.538808000000003,-0.062132000000000,3.510000000000000,"230324","12582500","49",0.620000000000000,"683"
-6914.94412909657,6717163.02820563,0,"131",51.538815000000000,-0.062118000000000,3.510000000000000,"230324","12582600","49",0.620000000000000,"682"
-6913.27433673467,6717164.4600038,0,"132",51.538823000000001,-0.062103000000000,3.720000000000000,"230324","12582700","50",0.620000000000000,"682"
-6912.04982233594,6717166.07077704,0,"133",51.538831999999999,-0.062092000000000,3.720000000000000,"230324","12582800","49",0.620000000000000,"683"
-6911.60454437277,6717169.65027426,0,"134",51.538851999999999,-0.062088000000000,4.250000000000000,"230324","12582900","49",0.620000000000000,"682"
-6912.94037826229,6717171.44002347,0,"135",51.538862000000002,-0.062100000000000,5.720000000000000,"230324","12583000","50",0.620000000000000,"683"
-6918.17239432957,6717174.30362301,0,"136",51.538877999999997,-0.062147000000000,5.550000000000000,"230324","12583100","49",0.620000000000000,"683"
-6919.3969087283,6717177.70414878,0,"137",51.538896999999999,-0.062158000000000,5.450000000000000,"230324","12583200","50",0.620000000000000,"684"
-6919.61954770988,6717180.92570082,0,"138",51.538915000000003,-0.062160000000000,5.440000000000000,"230324","12583300","50",0.620000000000000,"683"
-6919.95350618227,6717184.50520457,0,"139",51.538935000000002,-0.062163000000000,4.570000000000000,"230324","12583500","50",0.620000000000000,"683"
-6921.62329854416,6717187.18983342,0,"140",51.538950000000000,-0.062178000000000,4.570000000000000,"230324","12583600","49",0.620000000000000,"682"
-6924.07232734162,6717189.87446316,0,"141",51.538964999999997,-0.062200000000000,4.570000000000000,"230324","12583700","50",0.620000000000000,"682"
-6924.96288326796,6717192.02216758,0,"142",51.538977000000003,-0.062208000000000,3.790000000000000,"230324","12583800","50",0.620000000000000,"682"
-6926.0760781759,6717193.99089714,0,"143",51.538988000000003,-0.062218000000000,3.790000000000000,"230324","12583900","49",0.620000000000000,"682"
-6927.18927308383,6717195.60167622,0,"144",51.538997000000002,-0.062228000000000,3.790000000000000,"230324","12584000","49",0.620000000000000,"683"
-6927.96850951938,6717197.03348011,0,"145",51.539005000000003,-0.062235000000000,3.160000000000000,"230324","12584100","49",0.620000000000000,"683"
-6928.85906544573,6717198.82323533,0,"146",51.539014999999999,-0.062243000000000,2.620000000000000,"230324","12584200","50",0.620000000000000,"683"
-6930.41753831683,6717200.61299095,0,"147",51.539025000000002,-0.062257000000000,2.700000000000000,"230324","12584300","49",0.620000000000000,"682"
-6931.64205271556,6717201.5078689,0,"148",51.539029999999997,-0.062268000000000,2.660000000000000,"230324","12584400","50",0.620000000000000,"682"
-6932.6439281327,6717203.65557639,0,"149",51.539042000000002,-0.062277000000000,2.270000000000000,"230324","12584500","50",0.620000000000000,"683"
-6933.20052558666,6717205.0873817,0,"150",51.539050000000003,-0.062282000000000,2.380000000000000,"230324","12584600","50",0.620000000000000,"683"
-6934.3137204946,6717208.66689608,0,"151",51.539070000000002,-0.062292000000000,2.380000000000000,"230324","12584800","50",0.620000000000000,"682"
-6934.09108151301,6717209.56177492,0,"152",51.539074999999997,-0.062290000000000,2.300000000000000,"230324","12584900","50",0.620000000000000,"683"
-6934.42503998539,6717211.35153289,0,"153",51.539085000000000,-0.062293000000000,2.300000000000000,"230324","12585000","50",0.620000000000000,"682"
-6935.42691540253,6717214.03617059,0,"154",51.539099999999998,-0.062302000000000,2.890000000000000,"230324","12585100","49",0.620000000000000,"682"
-6935.76087387491,6717219.76340064,0,"155",51.539132000000002,-0.062305000000000,2.890000000000000,"230324","12585200","49",0.620000000000000,"682"
-6934.42503998539,6717221.55316085,0,"156",51.539141999999998,-0.062293000000000,7.170000000000000,"230324","12585300","49",0.620000000000000,"682"
-6935.76087387491,6717224.77473023,0,"157",51.539160000000003,-0.062305000000000,6.120000000000000,"230324","12585400","49",0.620000000000000,"681"
-6934.42503998539,6717226.02756311,0,"158",51.539166999999999,-0.062293000000000,5.480000000000000,"230324","12585500","49",0.620000000000000,"682"
-6934.98163743936,6717227.45937235,0,"159",51.539175000000000,-0.062298000000000,4.840000000000000,"230324","12585600","49",0.620000000000000,"682"
-6935.76087387491,6717229.24913426,0,"160",51.539185000000003,-0.062305000000000,3.870000000000000,"230324","12585700","49",0.620000000000000,"683"
-6936.31747132888,6717231.03889656,0,"161",51.539194999999999,-0.062310000000000,3.150000000000000,"230324","12585800","49",0.620000000000000,"683"
-6938.76650012633,6717235.51330403,0,"162",51.539220000000000,-0.062332000000000,3.150000000000000,"230324","12590000","50",0.620000000000000,"683"
-6939.87969503426,6717237.66102049,0,"163",51.539231999999998,-0.062342000000000,3.260000000000000,"230324","12590100","50",0.620000000000000,"682"
-6940.77025096061,6717240.34566686,0,"164",51.539247000000003,-0.062350000000000,3.260000000000000,"230324","12590200","50",0.620000000000000,"683"
-6941.88344586854,6717242.31440809,0,"165",51.539257999999997,-0.062360000000000,3.260000000000000,"230324","12590300","50",0.620000000000000,"682"
-6942.44004332251,6717244.10417326,0,"166",51.539268000000000,-0.062365000000000,3.260000000000000,"230324","12590400","49",0.620000000000000,"682"
-6943.21927975806,6717245.89393883,0,"167",51.539278000000003,-0.062372000000000,3.260000000000000,"230324","12590500","49",0.620000000000000,"682"
-6942.77400179489,6717246.60984516,0,"168",51.539282000000000,-0.062368000000000,3.460000000000000,"230324","12590600","49",0.620000000000000,"682"
-6942.21740434092,6717249.29449448,0,"169",51.539296999999998,-0.062363000000000,2.770000000000000,"230324","12590700","49",0.620000000000000,"682"
-6941.54948739616,6717251.26323788,0,"170",51.539307999999998,-0.062357000000000,3.370000000000000,"230324","12590800","49",0.620000000000000,"682"
-6940.54761197902,6717254.30584224,0,"171",51.539324999999998,-0.062348000000000,3.740000000000000,"230324","12590900","50",0.620000000000000,"682"
-6938.54386114474,6717257.34844775,0,"172",51.539341999999998,-0.062330000000000,4.720000000000000,"230324","12591000","49",0.620000000000000,"682"
-6935.53823489332,6717260.21207749,0,"173",51.539358000000000,-0.062303000000000,6.630000000000000,"230324","12591100","49",0.620000000000000,"682"
-6936.31747132888,6717265.40240898,0,"174",51.539386999999998,-0.062310000000000,5.770000000000000,"230324","12591300","49",0.620000000000000,"682"
-6939.87969503426,6717266.47627107,0,"175",51.539392999999997,-0.062342000000000,5.770000000000000,"230324","12591400","49",0.620000000000000,"682"
-6941.66080688695,6717268.08706449,0,"176",51.539402000000003,-0.062358000000000,3.030000000000000,"230324","12591500","49",0.620000000000000,"683"
-6942.99664077647,6717269.51888112,0,"177",51.539409999999997,-0.062370000000000,2.850000000000000,"230324","12591600","49",0.620000000000000,"682"
-6944.44379415679,6717270.05581243,0,"178",51.539413000000003,-0.062383000000000,3.150000000000000,"230324","12591700","49",0.620000000000000,"682"
-6947.67205938979,6717270.05581243,0,"179",51.539413000000003,-0.062412000000000,2.900000000000000,"230324","12591800","49",0.620000000000000,"683"
-6950.56636615042,6717269.87683532,0,"180",51.539411999999999,-0.062438000000000,2.410000000000000,"230324","12591900","49",0.620000000000000,"682"
-6952.68143647549,6717268.6239957,0,"181",51.539405000000002,-0.062457000000000,1.960000000000000,"230324","12592000","49",0.620000000000000,"682"
-6956.57761865325,6717266.83422514,0,"182",51.539394999999999,-0.062492000000000,4.000000000000000,"230324","12592100","49",0.620000000000000,"682"
-6966.37373384306,6717265.04445498,0,"183",51.539385000000003,-0.062580000000000,4.250000000000000,"230324","12592200","50",0.620000000000000,"682"
